-0.102514,-0.102514,-0.102484,-0.102514,-nan,-0.205,-0.205004,0,0,-0.102514
-0.102514,-0.102514,-0.102484,-0.102514,-0.102482,-0.205,-0.205004,0,0,-0.102514
-0.102514,-0.102514,-0.102484,-0.102514,-0.102482,-0.205,-0.205004,0,0,-0.102514
-0.102514,-0.102514,-0.102484,-0.102514,-0.102482,-0.205,-0.205004,0,0,-0.102514
-0.102514,-0.102514,-0.102484,-0.102514,-0.10247,-0.205,-0.205004,0,0,-0.102514
-0.102514,-0.102514,-0.102484,-0.102514,-0.102462,-0.205,-0.205004,0,0,-0.102514
-0.102514,-0.102514,-0.102484,-0.102514,-0.102459,-0.205,-0.205004,0,0,-0.102514
-0.102514,-0.102514,-0.102484,-0.102514,-0.10246,-0.205,-0.205004,0,0,-0.102514
-0.102514,-0.102514,-0.102484,-0.102514,-0.102464,-0.205,-0.205004,0,0,-0.102514
-0.102514,-0.102514,-0.102484,-0.102514,-0.10247,-0.205,-0.205004,0,0,-0.102515
-0.102514,-0.102514,-0.102484,-0.102514,-0.102479,-0.205,-0.205004,0,0,-0.102515
-0.102514,-0.102514,-0.102484,-0.102514,-0.10249,-0.205,-0.205004,0,0,-0.102515
-0.102514,-0.102514,-0.102484,-0.102514,-0.102503,-0.205,-0.205004,0,0,-0.102516
-0.102514,-0.102514,-0.102484,-0.102514,-0.10252,-0.205,-0.205004,0,0,-0.102516
-0.102514,-0.102514,-0.102483,-0.102514,-0.102557,-0.205,-0.205004,0,0,-0.102516
-0.102514,-0.102514,-0.102483,-0.102514,-0.102612,-0.205,-0.205003,0,0,-0.102517
-0.102514,-0.102514,-0.102482,-0.102514,-0.102672,-0.205,-0.205002,0,0,-0.102517
-0.102514,-0.102514,-0.10248,-0.102514,-0.102734,-0.205,-0.205,0,0,-0.102518
-0.102514,-0.102514,-0.102479,-0.102514,-0.102798,-0.205,-0.204997,0,0,-0.102518
-0.102514,-0.102514,-0.102476,-0.102514,-0.102862,-0.205,-0.204995,0,0,-0.102519
-0.102514,-0.102514,-0.102473,-0.102514,-0.102926,-0.205,-0.204991,0,0,-0.102519
-0.102514,-0.102514,-0.10247,-0.102514,-0.10299,-0.205,-0.204987,0,0,-0.10252
-0.102514,-0.102514,-0.102466,-0.102514,-0.103053,-0.205,-0.204982,0,0,-0.10252
-0.102514,-0.102514,-0.102461,-0.102514,-0.103116,-0.205,-0.204977,0,0,-0.102521
-0.102514,-0.102514,-0.102456,-0.102514,-0.103178,-0.205,-0.204971,0,0,-0.102521
